Torque teno midi virus 10,ssDNA,Not zoonotic
Torque teno midi virus 11,ssDNA,Not zoonotic
Torque teno midi virus 12,ssDNA,Not zoonotic
Torque teno midi virus 13,ssDNA,Not zoonotic
Torque teno midi virus 14,ssDNA,Not zoonotic
Torque teno midi virus 15,ssDNA,Not zoonotic
Torque teno midi virus 2,ssDNA,Not zoonotic
Torque teno midi virus 3,ssDNA,Not zoonotic
Torque teno midi virus 4,ssDNA,Not zoonotic
Torque teno midi virus 5,ssDNA,Not zoonotic
Torque teno midi virus 6,ssDNA,Not zoonotic
Torque teno midi virus 7,ssDNA,Not zoonotic
Torque teno midi virus 8,ssDNA,Not zoonotic
Torque teno midi virus 9,ssDNA,Not zoonotic
Torque teno mini virus 1,ssDNA,Not zoonotic
Torque teno mini virus 10,ssDNA,Not zoonotic
Torque teno mini virus 11,ssDNA,Not zoonotic
Torque teno mini virus 12,ssDNA,Not zoonotic
Torque teno mini virus 2,ssDNA,Not zoonotic
Torque teno mini virus 3,ssDNA,Not zoonotic
Torque teno mini virus 4,ssDNA,Not zoonotic
Torque teno mini virus 5,ssDNA,Not zoonotic
Torque teno mini virus 6,ssDNA,Not zoonotic
Torque teno mini virus 7,ssDNA,Not zoonotic
Torque teno mini virus 8,ssDNA,Not zoonotic
Torque teno mini virus 9,ssDNA,Not zoonotic
Torque teno sus virus k2a,ssDNA,Not zoonotic
Torque teno tamarin virus,ssDNA,Not zoonotic
Torque teno tupaia virus,ssDNA,Not zoonotic
Torque teno virus 1,ssDNA,Not zoonotic
Torque teno virus 10,ssDNA,Not zoonotic
Torque teno virus 11,ssDNA,Not zoonotic
Torque teno virus 12,ssDNA,Not zoonotic
Torque teno virus 13,ssDNA,Not zoonotic
Torque teno virus 14,ssDNA,Not zoonotic
Torque teno virus 15,ssDNA,Not zoonotic
Torque teno virus 16,ssDNA,Not zoonotic
Torque teno virus 17,ssDNA,Not zoonotic
Torque teno virus 18,ssDNA,Not zoonotic
Torque teno virus 19,ssDNA,Not zoonotic
Torque teno virus 2,ssDNA,Not zoonotic
Torque teno virus 20,ssDNA,Not zoonotic
Torque teno virus 21,ssDNA,Not zoonotic
Torque teno virus 22,ssDNA,Not zoonotic
Torque teno virus 23,ssDNA,Not zoonotic
Torque teno virus 24,ssDNA,Not zoonotic
Torque teno virus 25,ssDNA,Not zoonotic
Torque teno virus 26,ssDNA,Not zoonotic
Torque teno virus 27,ssDNA,Not zoonotic
Torque teno virus 28,ssDNA,Not zoonotic
Torque teno virus 29,ssDNA,Not zoonotic
Torque teno virus 3,ssDNA,Not zoonotic
Torque teno virus 4,ssDNA,Not zoonotic
Torque teno virus 5,ssDNA,Not zoonotic
Torque teno virus 6,ssDNA,Not zoonotic
Torque teno virus 7,ssDNA,Not zoonotic
Torque teno virus 8,ssDNA,Not zoonotic
Torque teno virus 9,ssDNA,Not zoonotic
Torque teno zalophus virus 1,ssDNA,Not zoonotic
Trager duck spleen necrosis virus,ssRNA-RT,Not zoonotic
Tree shrew mastadenovirus A,dsDNA,Not zoonotic
Tupaia tupavirus,(-) ssRNA,Not zoonotic
Tupaiid betaherpesvirus 1,dsDNA,Not zoonotic
Turkey aviadenovirus B,dsDNA,Not zoonotic
Turkeypox virus,dsDNA,Not zoonotic
Tylonycteris bat coronavirus HKU4,(+) ssRNA,Not zoonotic
Umatilla virus,dsRNA,Not zoonotic
Ungulate bocaparvovirus 2,ssDNA,Not zoonotic
Ungulate bocaparvovirus 3,ssDNA,Not zoonotic
Ungulate bocaparvovirus 4,ssDNA,Not zoonotic
Ungulate bocaparvovirus 5,ssDNA,Not zoonotic
Ungulate copiparvovirus 1,ssDNA,Not zoonotic
Ungulate erythroparvovirus 1,ssDNA,Not zoonotic
Ungulate protoparvovirus,ssDNA,Not zoonotic
Ungulate tetraparvovirus 3,ssDNA,Not zoonotic
Ungulate tetraparvovirus 4,ssDNA,Not zoonotic
Upsilonpapillomavirus 3,dsDNA,Not zoonotic
UR2 sarcoma virus,ssRNA-RT,Not zoonotic
Variola virus,dsDNA,Not zoonotic
Viper retrovirus,ssRNA-RT,Not zoonotic
Walleye dermal sarcoma virus,ssRNA-RT,Not zoonotic
Walleye epidermal hyperplasia virus 1,ssRNA-RT,Not zoonotic
Walleye epidermal hyperplasia virus 2,ssRNA-RT,Not zoonotic
West Caucasian bat lyssavirus,(-) ssRNA,Not zoonotic
White bream virus,(+) ssRNA,Not zoonotic
Woodchuck hepatitis virus,dsDNA-RT,Not zoonotic
Y73 sarcoma virus,ssRNA-RT,Not zoonotic
Yellowtail ascites virus,dsRNA,Not zoonotic
Zetapapillomavirus 1,dsDNA,Not zoonotic
