Allofustis seminis,Not zoonotic
Alloiococcus otitis,Not zoonotic
Allomonas enterica,Not zoonotic
Alloprevotella rava,Not zoonotic
Alloprevotella tannerae,Not zoonotic
Alloscardovia criceti,Not zoonotic
Alloscardovia macacae,Not zoonotic
Alloscardovia omnicolens,Not zoonotic
Alysiella crassa,Not zoonotic
Amphritea ceti,Not zoonotic
Amycolatopsis benzoatilytica,Not zoonotic
Amycolatopsis kentuckyensis,Not zoonotic
Amycolatopsis lexingtonensis,Not zoonotic
Amycolatopsis orientalis,Not zoonotic
Amycolatopsis palatopharyngis,Not zoonotic
Amycolatopsis pretoriensis,Not zoonotic
Anaerococcus hydrogenalis,Not zoonotic
Anaerococcus lactolyticus,Not zoonotic
Anaerococcus murdochii,Not zoonotic
Anaerococcus octavius,Not zoonotic
Anaerococcus prevotii,Not zoonotic
Anaerococcus senegalensis,Not zoonotic
Anaerococcus tetradius,Not zoonotic
Anaerococcus vaginalis,Not zoonotic
Anaerofustis stercorihominis,Not zoonotic
Anaeroglobus geminatus,Not zoonotic
Anaeroplasma bactoclasticum,Not zoonotic
Anaerostipes butyraticus,Not zoonotic
Anaerostipes caccae,Not zoonotic
Anaerostipes hadrus,Not zoonotic
Anaerostipes rhamnosivorans,Not zoonotic
Anaerotruncus colihominis,Not zoonotic
Anaplasma caudatum,Not zoonotic
Aquimonas voraii,Not zoonotic
Arcanobacterium canis,Not zoonotic
Arcanobacterium hippocoleae,Not zoonotic
Arcanobacterium phocisimile,Not zoonotic
Arcobacter trophiarum,Not zoonotic
Arsenicicoccus dermatophilus,Not zoonotic
Arsenicicoccus piscis,Not zoonotic
Arthrobacter agilis,Not zoonotic
Arthrobacter gandavensis,Not zoonotic
Arthrobacter luteolus,Not zoonotic
Arthrobacter nasiphocae,Not zoonotic
Arthrobacter rhombi,Not zoonotic
Arthrobacter sanguinis,Not zoonotic
Arthrobacter woluwensis,Not zoonotic
Asaccharobacter celatus,Not zoonotic
Asaia bogorensis,Not zoonotic
Asaia lannensis,Not zoonotic
Atlantibacter hermannii,Not zoonotic
Atopobacter phocae,Not zoonotic
Atopobium deltae,Not zoonotic
Atopobium fossor,Not zoonotic
Atopobium minutum,Not zoonotic
Atopobium parvulum,Not zoonotic
Atopobium rimae,Not zoonotic
Atopobium vaginae,Not zoonotic
Aureimonas altamirensis,Zoonotic
Auritidibacter ignavus,Not zoonotic
Avibacterium avium,Not zoonotic
Avibacterium endocarditidis,Not zoonotic
Azospirillum brasilense,Not zoonotic
Azospirillum spp,Not zoonotic
Bacillus badius,Not zoonotic
Bacillus circulans,Not zoonotic
Bacillus coagulans,Not zoonotic
Bacillus cytotoxicus,Not zoonotic
Bacillus idriensis,Not zoonotic
Bacillus infantis,Not zoonotic
Bacillus oleronius,Not zoonotic
Bacillus thuringiensis,Not zoonotic
Bacillus xiamenensis,Not zoonotic
Bacteroides acidifaciens,Not zoonotic
Bacteroides barnesiae,Not zoonotic
Bacteroides caccae,Not zoonotic
Bacteroides cellulosilyticus,Not zoonotic
Bacteroides clarus,Not zoonotic
Bacteroides coprocola,Not zoonotic
Bacteroides coprophilus,Not zoonotic
Bacteroides dorei,Not zoonotic
Bacteroides eggerthii,Not zoonotic
Bacteroides faecichinchillae,Not zoonotic
Bacteroides faecis,Not zoonotic
Bacteroides finegoldii,Not zoonotic
Bacteroides fluxus,Not zoonotic
Bacteroides galacturonicus,Not zoonotic
Bacteroides gallinarum,Not zoonotic
Bacteroides helcogenes,Not zoonotic
Bacteroides intestinalis,Not zoonotic
Bacteroides massiliensis,Not zoonotic
Bacteroides nordii,Not zoonotic
Bacteroides oleiciplenus,Not zoonotic
Bacteroides ovatus,Not zoonotic
Bacteroides plebeius,Not zoonotic
Bacteroides rodentium,Not zoonotic
Bacteroides salanitronis,Not zoonotic
Bacteroides salyersiae,Not zoonotic
Bacteroides stercorirosoris,Not zoonotic
Bacteroides stercoris,Not zoonotic
Bacteroides thetaiotaomicron,Not zoonotic
Bacteroides uniformis,Not zoonotic
Bacteroides vulgatus,Not zoonotic
Bacteroides xylanisolvens,Not zoonotic
Balneatrix alpica,Not zoonotic
Barnesiella intestinihominis,Not zoonotic
Barnesiella viscericola,Not zoonotic
Bartonella acomydis,Not zoonotic
Bartonella ancashensis,Not zoonotic
Bartonella bacilliformis,Not zoonotic
Bartonella callosciuri,Not zoonotic
Bartonella chomelii,Not zoonotic
Bartonella coopersplainsensis,Not zoonotic
Bartonella doshiae,Not zoonotic
Bartonella florencae,Not zoonotic
Bartonella jaculi,Not zoonotic
Bartonella japonica,Not zoonotic
Bartonella pachyuromydis,Not zoonotic
Bartonella peromysci,Not zoonotic
Bartonella phoceensis,Not zoonotic
Bartonella rattimassiliensis,Not zoonotic
Bartonella tamiae,Not zoonotic
Basilea psittacipulmonis,Not zoonotic
Bergeriella denitrificans,Not zoonotic
Bifidobacterium adolescentis,Not zoonotic
Bifidobacterium aesculapii,Not zoonotic
Bifidobacterium angulatum,Not zoonotic
Bifidobacterium biavatii,Not zoonotic
Bifidobacterium callitrichos,Not zoonotic
Bifidobacterium catenulatum,Not zoonotic
Bifidobacterium cuniculi,Not zoonotic
Bifidobacterium dentium,Not zoonotic
Bifidobacterium faecale,Not zoonotic
Bifidobacterium gallicum,Not zoonotic
Bifidobacterium gallinarum,Not zoonotic
Bifidobacterium hapali,Not zoonotic
Bifidobacterium kashiwanohense,Not zoonotic
Bifidobacterium lemurum,Not zoonotic
Bifidobacterium magnum,Not zoonotic
Bifidobacterium merycicum,Not zoonotic
Bifidobacterium moukalabense,Not zoonotic
Bifidobacterium myosotis,Not zoonotic
Bifidobacterium psychraerophilum,Not zoonotic
Bifidobacterium pullorum,Not zoonotic
Bifidobacterium reuteri,Not zoonotic
Bifidobacterium ruminantium,Not zoonotic
Bifidobacterium saeculare,Not zoonotic
Bifidobacterium saguini,Not zoonotic
Bifidobacterium scardovii,Not zoonotic
Bifidobacterium stellenboschense,Not zoonotic
Bifidobacterium thermacidophilum,Not zoonotic
Bifidobacterium tissieri,Not zoonotic
Bifidobacterium tsurumiense,Not zoonotic
Bilophila wadsworthia,Not zoonotic
Bisgaardia miroungae,Not zoonotic
Blautia faecis,Not zoonotic
Blautia hansenii,Not zoonotic
Blautia hydrogenotrophica,Not zoonotic
Blautia luti,Not zoonotic
Blautia obeum,Not zoonotic
Blautia producta,Not zoonotic
Blautia schinkii,Not zoonotic
Blautia stercoris,Not zoonotic
Blautia wexlerae,Not zoonotic
Bordetella bronchialis,Not zoonotic
Bordetella flabilis,Not zoonotic
Bordetella holmesii,Not zoonotic
Bordetella pertussis,Not zoonotic
Bordetella petrii,Not zoonotic
Bordetella sputigena,Not zoonotic
Bordetella trematum,Not zoonotic
Borrelia brasiliensis,Not zoonotic
Borrelia caucasica,Not zoonotic
Borrelia latyschewii,Zoonotic
Borrelia mazzottii,Zoonotic
Borrelia recurrentis,Not zoonotic
Borrelia turicatae,Zoonotic
Borrelia venezuelensis,Not zoonotic
Borreliella turdi,Not zoonotic
Bosea massiliensis,Not zoonotic
Brachybacterium muris,Not zoonotic
Brackiella oedipodis,Not zoonotic
Bradyrhizobium denitrificans,Not zoonotic
Branchiibius cervicis,Not zoonotic
Branchiibius hedensis,Not zoonotic
Brevibacillus agri,Not zoonotic
Brevibacillus brevis,Not zoonotic
Brevibacillus centrosporus,Not zoonotic
Brevibacterium avium,Not zoonotic
Brevibacterium casei,Not zoonotic
Brevibacterium epidermidis,Not zoonotic
Brevibacterium iodinum,Not zoonotic
Brevibacterium luteolum,Not zoonotic
Brevibacterium mcbrellneri,Not zoonotic
Brevibacterium otitidis,Not zoonotic
Brevibacterium paucivorans,Not zoonotic
Brevibacterium ravenspurgense,Not zoonotic
Brevibacterium sanguinis,Not zoonotic
Brevundimonas diminuta,Not zoonotic
Brevundimonas vancanneytii,Not zoonotic
Brevundimonas vesicularis,Not zoonotic
Brucella neotomae,Not zoonotic
Brucella ovis,Not zoonotic
Budvicia aquatica,Not zoonotic
Bulleidia extructa,Not zoonotic
Burkholderia ambifaria,Not zoonotic
Burkholderia anthina,Not zoonotic
Burkholderia arboris,Not zoonotic
Burkholderia cenocepacia,Not zoonotic
Burkholderia diffusa,Not zoonotic
Burkholderia dolosa,Not zoonotic
Burkholderia lata,Not zoonotic
Burkholderia latens,Not zoonotic
Burkholderia metallica,Not zoonotic
Burkholderia multivorans,Not zoonotic
Burkholderia oklahomensis,Not zoonotic
Burkholderia pyrrocinia,Not zoonotic
Burkholderia seminalis,Not zoonotic
Burkholderia stabilis,Not zoonotic
Burkholderia thailandensis,Not zoonotic
Burkholderia ubonensis,Not zoonotic
Burkholderia vietnamiensis,Not zoonotic
Buttiauxella gaviniae,Not zoonotic
Butyricicoccus pullicaecorum,Not zoonotic
Butyricimonas faecihominis,Not zoonotic
Butyricimonas paravirosa,Not zoonotic
Butyricimonas synergistica,Not zoonotic
Camelimonas abortus,Not zoonotic
Camelimonas lactis,Not zoonotic
Campylobacter canadensis,Not zoonotic
Campylobacter concisus,Not zoonotic
Campylobacter corcagiensis,Not zoonotic
Campylobacter cuniculorum,Not zoonotic
Campylobacter curvus,Not zoonotic
Campylobacter gracilis,Not zoonotic
Campylobacter helveticus,Not zoonotic
Campylobacter hominis,Not zoonotic
Campylobacter rectus,Not zoonotic
Campylobacter showae,Zoonotic
Campylobacter volucris,Not zoonotic
Canibacter oris,Not zoonotic
Capnocytophaga gingivalis,Not zoonotic
Capnocytophaga granulosa,Not zoonotic
Capnocytophaga haemolytica,Not zoonotic
Capnocytophaga leadbetteri,Not zoonotic
Capnocytophaga ochracea,Not zoonotic
Capnocytophaga sputigena,Not zoonotic
Cardiobacterium valvarum,Not zoonotic
Catabacter hongkongensis,Not zoonotic
Catenibacterium mitsuokai,Not zoonotic
Catonella morbi,Not zoonotic
Cedecea davisae,Not zoonotic
Cedecea lapagei,Not zoonotic
Cedecea neteri,Not zoonotic
Cellulomonas denverensis,Not zoonotic
Cellulomonas hominis,Not zoonotic
Cellulomonas massiliensis,Not zoonotic
Cellulosimicrobium funkei,Not zoonotic
Centipeda periodontii,Not zoonotic
Chelonobacter oris,Not zoonotic
Chitinophaga terrae,Not zoonotic
Chlamydia avium,Not zoonotic
Chlamydia trachomatis,Not zoonotic
Chromobacterium haemolyticum,Not zoonotic
Chryseobacterium anthropi,Not zoonotic
Chryseobacterium bernardetii,Not zoonotic
Chryseobacterium carnis,Not zoonotic
Chryseobacterium chaponense,Not zoonotic
Chryseobacterium gallinarum,Not zoonotic
Chryseobacterium gleum,Not zoonotic
Chryseobacterium lactis,Not zoonotic
Chryseobacterium nakagawai,Not zoonotic
Chryseobacterium oncorhynchi,Not zoonotic
Chryseobacterium oranimense,Not zoonotic
Chryseobacterium scophthalmum,Not zoonotic
Chryseobacterium shigense,Not zoonotic
Chryseobacterium treverense,Not zoonotic
Chryseobacterium tructae,Not zoonotic
Chryseobacterium viscerum,Not zoonotic
Citrobacter amalonaticus,Not zoonotic
Citrobacter braakii,Not zoonotic
Citrobacter farmeri,Not zoonotic
Citrobacter gillenii,Not zoonotic
Citrobacter murliniae,Not zoonotic
Citrobacter pasteurii,Not zoonotic
Citrobacter werkmanii,Not zoonotic
Citrobacter youngae,Not zoonotic
Clostridium baratii,Not zoonotic
Clostridium butyricum,Not zoonotic
Clostridium cadaveris,Not zoonotic
Clostridium celatum,Not zoonotic
Clostridium moniliforme,Not zoonotic
Clostridium sporogenes,Not zoonotic
Clostridium vulturis,Not zoonotic
Collinsella aerofaciens,Not zoonotic
Collinsella intestinalis,Not zoonotic
Collinsella stercoris,Not zoonotic
Collinsella tanakaei,Not zoonotic
Comamonas kerstersii,Not zoonotic
Comamonas testosteroni,Not zoonotic
Coprobacter fastidiosus,Not zoonotic
Corynebacterium accolens,Not zoonotic
Corynebacterium afermentans,Not zoonotic
Corynebacterium appendicis,Not zoonotic
Corynebacterium aquatimens,Not zoonotic
Corynebacterium argentoratense,Not zoonotic
Corynebacterium aurimucosum,Not zoonotic
Corynebacterium auris,Not zoonotic
Corynebacterium auriscanis,Zoonotic
Corynebacterium camporealensis,Not zoonotic
Corynebacterium canis,Not zoonotic
Corynebacterium capitovis,Not zoonotic
Corynebacterium caspium,Not zoonotic
Corynebacterium ciconiae,Not zoonotic
Corynebacterium confusum,Not zoonotic
Corynebacterium coyleae,Not zoonotic
Corynebacterium cystitidis,Not zoonotic
Corynebacterium durum,Not zoonotic
Corynebacterium freiburgense,Not zoonotic
Corynebacterium freneyi,Zoonotic
Corynebacterium hansenii,Not zoonotic
Corynebacterium imitans,Not zoonotic
Corynebacterium lipophiloflavum,Not zoonotic
Corynebacterium massiliense,Not zoonotic
Corynebacterium minutissimum,Not zoonotic
Corynebacterium mucifaciens,Not zoonotic
Corynebacterium mustelae,Not zoonotic
Corynebacterium mycetoides,Not zoonotic
Corynebacterium pelargi,Not zoonotic
Corynebacterium phocae,Not zoonotic
Corynebacterium pilbarense,Not zoonotic
Corynebacterium pilosum,Not zoonotic
Corynebacterium propinquum,Not zoonotic
Corynebacterium pseudodiphthericum,Not zoonotic
Corynebacterium pyruviciproducens,Not zoonotic
Corynebacterium resistens,Not zoonotic
Corynebacterium riegelii,Not zoonotic
Corynebacterium sphenisci,Not zoonotic
Corynebacterium spheniscorum,Not zoonotic
Corynebacterium sputi,Not zoonotic
Corynebacterium striatum,Not zoonotic
Corynebacterium suicordis,Not zoonotic
Corynebacterium sundsvallense,Not zoonotic
Corynebacterium timonense,Not zoonotic
Corynebacterium trachiae,Not zoonotic
Corynebacterium tuberculostearicum,Not zoonotic
Corynebacterium ulceribovis,Not zoonotic
Corynebacterium ureicelerivorans,Not zoonotic
Corynebacterium uterequi,Not zoonotic
Cronobacter dublinensis,Not zoonotic
Cronobacter malonaticus,Not zoonotic
Cronobacter sakazakii,Not zoonotic
Cronobacter turicensis,Not zoonotic
Cronobacter universalis,Not zoonotic
Crossiella equi,Not zoonotic
Cruoricaptor ignavus,Not zoonotic
Cryptobacterium curtum,Not zoonotic
Cupriavidus gilardii,Not zoonotic
Cupriavidus metallidurans,Not zoonotic
Cupriavidus pauculus,Not zoonotic
Cupriavidus respiraculi,Not zoonotic
Curtobacterium flaccumfaciens,Not zoonotic
Delftia lacustris,Not zoonotic
Delftia tsuruhatensis,Not zoonotic
Dermabacter hominis,Not zoonotic
Dermacoccus barathri,Not zoonotic
Desmospora activa,Not zoonotic
Desulfomicrobium orale,Not zoonotic
Desulfovibrio desulfuricans,Not zoonotic
Desulfovibrio intestinalis,Not zoonotic
Desulfovibrio legallii,Not zoonotic
Desulfovibrio piger,Not zoonotic
Desulfovibrio vulgaris,Not zoonotic
Dialister invisus,Not zoonotic
Dialister micraerophilus,Not zoonotic
Dialister pneumosintes,Not zoonotic
Dialister propionicifaciens,Not zoonotic
Dialister succinatiphilus,Not zoonotic
Dietzia aurantiaca,Not zoonotic
Dietzia cinnamea,Not zoonotic
Dietzia maris,Not zoonotic
Dietzia papillomatosis,Not zoonotic
Diplorickettsia massiliensis,Not zoonotic
Dokdonella koreensis,Not zoonotic
Dolosigranulum pigrum,Not zoonotic
Dorea formicigenerans,Not zoonotic
Dorea longicatena,Not zoonotic
Dyella japonica,Not zoonotic
Dysgonomonas capnocytophagoides,Not zoonotic
Dysgonomonas gadei,Not zoonotic
Dysgonomonas hofstadii,Not zoonotic
Dysgonomonas mossii,Not zoonotic
Effusibacillus consociatus,Not zoonotic
Eggerthella lenta,Not zoonotic
Eggerthella sinensis,Not zoonotic
Eggerthia catenaformis,Not zoonotic
Eisenbergiella tayi,Not zoonotic
Elizabethkingia anophelis,Not zoonotic
Elizabethkingia miricola,Not zoonotic
Empedobacter brevis,Zoonotic
Empedobacter falsenii,Not zoonotic
Enteractinococcus coprophilus,Not zoonotic
Enterobacter asburiae,Not zoonotic
Enterobacter cancerogenus,Not zoonotic
Enterobacter hormaechei,Not zoonotic
Enterobacter kobei,Not zoonotic
Enterococcus alcedinis,Not zoonotic
Enterococcus asini,Not zoonotic
Enterococcus caccae,Not zoonotic
Enterococcus casseliflavus,Zoonotic
Enterococcus columbae,Not zoonotic
Enterococcus gilvus,Not zoonotic
Enterococcus mundtii,Not zoonotic
Enterococcus pallens,Not zoonotic
Enterococcus pseudoavium,Not zoonotic
Enterococcus ratti,Not zoonotic
Enterococcus villorum,Not zoonotic
Eremococcus coleocola,Not zoonotic
Erwinia persicinus,Not zoonotic
Erysipelatoclostridium ramosum,Not zoonotic
Erysipelothrix tonsillarum,Not zoonotic
Escherichia marmotae,Not zoonotic
Eubacterium callanderi,Not zoonotic
Eubacterium combesii,Not zoonotic
Eubacterium limosum,Not zoonotic
Eubacterium multiforme,Not zoonotic
Eubacterium plexicaudatum,Not zoonotic
Ewingella americana,Not zoonotic
Exiguobacterium acetylicum,Not zoonotic
Exiguobacterium aurantiacum,Not zoonotic
Facklamia hominis,Not zoonotic
Facklamia ignava,Not zoonotic
Facklamia languida,Not zoonotic
Facklamia miroungae,Not zoonotic
Faecalitalea cylindroides,Not zoonotic
Falsiporphyromonas endometrii,Not zoonotic
Fastidiosipila sanguinis,Not zoonotic
Filifactor alocis,Not zoonotic
Filifactor villosus,Not zoonotic
Filobacterium rodentium,Not zoonotic
Finegoldia magna,Not zoonotic
Flavobacterium araucananum,Not zoonotic
Flavobacterium chilense,Not zoonotic
Flavobacterium oncorhynchi,Not zoonotic
Flavobacterium piscis,Not zoonotic
Flavobacterium plurextorum,Not zoonotic
Flavobacterium spartansii,Not zoonotic
Fluoribacter bozemanae,Not zoonotic
Fluoribacter dumoffii,Not zoonotic
Fluoribacter gormanii,Not zoonotic
Francisella hispaniensis,Not zoonotic
Francisella philomiragia,Not zoonotic
Fretibacterium fastidiosum,Not zoonotic
Fusobacterium canifelinum,Not zoonotic
Fusobacterium equinum,Not zoonotic
Fusobacterium gonidiaformans,Not zoonotic
Fusobacterium mortiferum,Not zoonotic
Fusobacterium naviforme,Not zoonotic
Fusobacterium periodonticum,Not zoonotic
Fusobacterium simiae,Not zoonotic
Fusobacterium ulcerans,Not zoonotic
Fusobacterium varium,Not zoonotic
Gallibacterium trehalosifermentans,Not zoonotic
Gemella asaccharolytica,Not zoonotic
Gemella bergeri,Not zoonotic
Gemella cuniculi,Not zoonotic
Gemella haemolysans,Not zoonotic
Gemella morbillorum,Not zoonotic
Gemella parahaemolysans,Not zoonotic
Gemella sanguinis,Not zoonotic
Gemella taiwanensis,Not zoonotic
Globicatella sanguinis,Not zoonotic
Gordonia araii,Not zoonotic
Gordonia bronchialis,Zoonotic
Gordonia effusa,Not zoonotic
Gordonia iterans,Not zoonotic
Gordonia otitidis,Not zoonotic
Gordonia polyisoprenivorans,Not zoonotic
Gordonia rubripertincta,Not zoonotic
Gordonia sputi,Not zoonotic
Gordonia terrae,Not zoonotic
Gordonibacter pamelaeae,Not zoonotic
Granulicatella adiacens,Not zoonotic
Granulicatella balaenopterae,Not zoonotic
Granulicatella elegans,Not zoonotic
Gryllotalpicola ginsengisoli,Not zoonotic
Guggenheimella bovis,Not zoonotic
Haematobacter massiliensis,Not zoonotic
Haematobacter missouriensis,Not zoonotic
Haemophilus aegyptius,Not zoonotic
Haemophilus haemolyticus,Not zoonotic
Haemophilus influenzae,Not zoonotic
Haemophilus paracuniculus,Not zoonotic
Haemophilus paraphrohaemolyticus,Not zoonotic
Haemophilus pittmaniae,Not zoonotic
Haemophilus sputorum,Not zoonotic
Hafnia paralvei,Not zoonotic
Halomonas hamiltonii,Not zoonotic
Halomonas johnsoniae,Not zoonotic
Halomonas stevensii,Not zoonotic
Halomonas venusta,Not zoonotic
Hathewaya histolytica,Not zoonotic
Helcococcus sueciensis,Not zoonotic
Helicobacter aurati,Not zoonotic
Helicobacter baculiformis,Not zoonotic
Helicobacter bizzozeronii,Zoonotic
Helicobacter cholecystus,Not zoonotic
Helicobacter equorum,Not zoonotic
Helicobacter fennelliae,Zoonotic
Helicobacter himalayensis,Not zoonotic
Helicobacter mastomyrinus,Not zoonotic
Helicobacter mesocricetorum,Not zoonotic
Helicobacter mustelae,Not zoonotic
Helicobacter rodentium,Not zoonotic
Helicobacter trogontum,Not zoonotic
Helicobacter typhlonius,Not zoonotic
Hungatella hathewayi,Not zoonotic
Ignatzschineria indica,Not zoonotic
Ignatzschineria larvae,Not zoonotic
Inquilinus limosus,Not zoonotic
Janibacter melonis,Not zoonotic
Kerstersia gyiorum,Not zoonotic
Kerstersia similis,Not zoonotic
Kingella denitrificans,Not zoonotic
Kingella kingae,Not zoonotic
Kingella oralis,Not zoonotic
Klebsiella granulomatis,Not zoonotic
Klebsiella quasipneumoniae,Not zoonotic
Klebsiella variicola,Not zoonotic
Kocuria kristinae,Not zoonotic
Kocuria marina,Not zoonotic
Kocuria rhizophila,Not zoonotic
Kocuria rosea,Not zoonotic
Kocuria salsicia,Not zoonotic
Kocuria varians,Not zoonotic
Kytococcus schroeteri,Not zoonotic
Kytococcus sedentarius,Not zoonotic
Lachnoanaerobaculum saburreum,Not zoonotic
Lachnoanaerobaculum umeaense,Not zoonotic
Lactobacillus acidophilus,Not zoonotic
Lactobacillus casei,Not zoonotic
Lactobacillus delbrueckii,Not zoonotic
Lactobacillus fermentum,Not zoonotic
Lactobacillus gasseri,Not zoonotic
Lactobacillus jensenii,Not zoonotic
Lactobacillus plantarum,Not zoonotic
Lactobacillus rhamnosus,Not zoonotic
Lactobacillus sakei,Not zoonotic
Lactobacillus salivarius,Not zoonotic
Lactobacillus zeae,Not zoonotic
Leclercia adecarboxylata,Not zoonotic
Legionella anisa,Not zoonotic
Legionella birminghamensis,Not zoonotic
Legionella cardiaca,Not zoonotic
Legionella cherrii,Not zoonotic
Legionella cincinnatiensis,Not zoonotic
Legionella feeleii,Not zoonotic
Legionella hackeliae,Not zoonotic
Legionella jordanis,Not zoonotic
Legionella lansingensis,Not zoonotic
Legionella londiniensis,Not zoonotic
Legionella longbeachae,Not zoonotic
Legionella maceachernii,Not zoonotic
Legionella nagasakiensis,Not zoonotic
Legionella oakridgensis,Not zoonotic
Legionella parisiensis,Not zoonotic
Legionella pneumophila,Not zoonotic
Legionella rubrilucens,Not zoonotic
Legionella sainthelensi,Not zoonotic
Legionella tucsonensis,Not zoonotic
Legionella wadsworthii,Not zoonotic
Legionella waltersii,Not zoonotic
Leifsonia aquatica,Not zoonotic
Lelliottia amnigena,Not zoonotic
Leminorella grimontii,Not zoonotic
Leptospira broomii,Not zoonotic
Leptospira mayottensis,Not zoonotic
Leptospira meyeri,Not zoonotic
Leptotrichia buccalis,Not zoonotic
Leptotrichia trevisanii,Not zoonotic
Leuconostoc lactis,Not zoonotic
Leuconostoc mesenteroides,Not zoonotic
Leuconostoc pseudomesenteroides,Not zoonotic
Listeria grayi,Not zoonotic
Luteibacter rhizovicinus,Not zoonotic
Lysinibacillus sphaericus,Not zoonotic
Mannheimia caviae,Not zoonotic
Mannheimia ruminalis,Not zoonotic
Massilia oculi,Not zoonotic
Massilia timonae,Not zoonotic
Megasphaera spp,Not zoonotic
Methylobacterium mesophilicum,Not zoonotic
Methylobacterium zatmanii,Not zoonotic
Microbacterium binotii,Not zoonotic
Microbacterium paraoxydans,Not zoonotic
Micrococcus luteus,Not zoonotic
Microvirgula aerodenitrificans,Not zoonotic
Mobiluncus curtisii,Not zoonotic
Mobiluncus mulieris,Not zoonotic
Mogibacterium pumilum,Not zoonotic
Mogibacterium timidum,Not zoonotic
Mogibacterium vescum,Not zoonotic
Moraxella atlantae,Zoonotic
Moraxella caprae,Not zoonotic
Moraxella catarrhalis,Not zoonotic
Moraxella lincolnii,Not zoonotic
Moraxella nonliquefaciens,Not zoonotic
Moraxella porci,Not zoonotic
Mycobacterium algericum,Not zoonotic
Mycobacterium alsense,Not zoonotic
Mycobacterium alvei,Not zoonotic
Mycobacterium arosiense,Not zoonotic
Mycobacterium arupense,Not zoonotic
Mycobacterium aubagnense,Not zoonotic
Mycobacterium bacteremicum,Not zoonotic
Mycobacterium boenickei,Not zoonotic
Mycobacterium bourgelatii,Not zoonotic
Mycobacterium branderi,Not zoonotic
Mycobacterium brisbanense,Not zoonotic
Mycobacterium canariasense,Not zoonotic
Mycobacterium chimaera,Not zoonotic
Mycobacterium colombiense,Not zoonotic
Mycobacterium conceptionense,Not zoonotic
Mycobacterium conspicuum,Not zoonotic
Mycobacterium cosmeticum,Not zoonotic
Mycobacterium europaeum,Not zoonotic
Mycobacterium flavescens,Not zoonotic
Mycobacterium florentinum,Not zoonotic
Mycobacterium gastri,Not zoonotic
Mycobacterium heidelbergense,Not zoonotic
Mycobacterium heraklionense,Not zoonotic
Mycobacterium immunogenum,Not zoonotic
Mycobacterium intracellulare,Not zoonotic
Mycobacterium iranicum,Not zoonotic
Mycobacterium koreense,Not zoonotic
Mycobacterium lentiflavum,Not zoonotic
Mycobacterium llatzerense,Not zoonotic
Mycobacterium longobardum,Not zoonotic
Mycobacterium mageritense,Not zoonotic
Mycobacterium malmoense,Not zoonotic
Mycobacterium mantenii,Not zoonotic
Mycobacterium marseillense,Not zoonotic
Mycobacterium monacense,Not zoonotic
Mycobacterium mucogenicum,Not zoonotic
Mycobacterium nebraskense,Not zoonotic
Mycobacterium neoaurum,Not zoonotic
Mycobacterium nonchromogenicum,Not zoonotic
Mycobacterium paraffinicum,Not zoonotic
Mycobacterium paragordonae,Not zoonotic
Mycobacterium parakoreense,Not zoonotic
Mycobacterium parascrofulaceum,Not zoonotic
Mycobacterium phocaicum,Not zoonotic
Mycobacterium rhodesiae,Not zoonotic
Mycobacterium riyadhense,Not zoonotic
Mycobacterium septicum,Not zoonotic
Mycobacterium setense,Not zoonotic
Mycobacterium sherrisii,Not zoonotic
Mycobacterium shimoidei,Not zoonotic
Mycobacterium shinjukuense,Not zoonotic
Mycobacterium terrae,Not zoonotic
Mycobacterium thermoresistibile,Not zoonotic
Mycobacterium timonense,Not zoonotic
Mycobacterium tokaiense,Not zoonotic
Mycobacterium triplex,Not zoonotic
Mycobacterium triviale,Not zoonotic
Mycobacterium wolinskyi,Not zoonotic
Mycoplasma adleri,Not zoonotic
Mycoplasma alkalescens,Not zoonotic
Mycoplasma amphoriforme,Not zoonotic
Mycoplasma anatis,Not zoonotic
Mycoplasma bovoculi,Not zoonotic
Mycoplasma californicum,Not zoonotic
Mycoplasma canadense,Not zoonotic
Mycoplasma columborale,Not zoonotic
Mycoplasma corogypsi,Not zoonotic
Mycoplasma crocodyli,Not zoonotic
Mycoplasma dispar,Not zoonotic
Mycoplasma fermentans,Not zoonotic
Mycoplasma gateae,Not zoonotic
Mycoplasma genitalium,Zoonotic
Mycoplasma hyopneumoniae,Not zoonotic
Mycoplasma hyorhinis,Not zoonotic
Mycoplasma hyosynoviae,Not zoonotic
Mycoplasma iguanae,Not zoonotic
Mycoplasma iowae,Not zoonotic
Mycoplasma leachii,Not zoonotic
Mycoplasma meleagridis,Not zoonotic
Mycoplasma orale,Not zoonotic
Mycoplasma penetrans,Not zoonotic
Mycoplasma pirum,Not zoonotic
Mycoplasma putrefaciens,Not zoonotic
Mycoplasma suis,Not zoonotic
Mycoplasma testudineum,Not zoonotic
Mycoplasma wenyonii,Not zoonotic
Myroides odoratimimus,Not zoonotic
Myroides odoratus,Not zoonotic
Neisseria animaloris,Zoonotic
Neisseria bacilliformis,Not zoonotic
Neisseria cinerea,Not zoonotic
Neisseria flavescens,Not zoonotic
Neisseria gonorrhoeae,Not zoonotic
Neisseria lactamica,Not zoonotic
Neisseria meningitidis,Not zoonotic
Neisseria mucosa,Not zoonotic
Neisseria perflava,Not zoonotic
Neisseria sicca,Not zoonotic
Neisseria subflava,Not zoonotic
Neisseria weaveri,Zoonotic
Neisseria zoodegmatis,Zoonotic
Nicoletella semolina,Not zoonotic
